N,eta2,epsilon2,omega2
90,0.037241035,0.036768137,0.03670124
100,0.035193596,0.035100757,0.035069645
10,0.124761524,0.118495458,0.117082207
20,0.08302262,0.081958714,0.081568795
30,0.067202789,0.06604987,0.065793939
40,0.056130407,0.056005154,0.055899591
50,0.051636599,0.050969028,0.050838829
60,0.04616417,0.045755083,0.045667487
70,0.044171216,0.043821198,0.04374407
80,0.04094783,0.040597419,0.040529779
90,0.038271672,0.03801377,0.037961809
100,0.035283586,0.035175179,0.035143197
10,0.123515524,0.120648632,0.119468971
20,0.082586602,0.081067848,0.080648713
30,0.065015747,0.063732222,0.063487712
40,0.056076107,0.055775173,0.055656478
50,0.051507348,0.051073856,0.050962699
60,0.046443838,0.046661143,0.046624932
70,0.042875477,0.042359689,0.042274244
80,0.039053494,0.038781134,0.038727445
90,0.038308931,0.038107149,0.038059838
100,0.035585398,0.035433853,0.035397008
10,0.122054503,0.119286715,0.118119692
20,0.085275109,0.085527411,0.085200032
30,0.065756629,0.065348658,0.065163486
40,0.05531053,0.054976629,0.054860379
50,0.051883388,0.051121302,0.050984263
60,0.048407064,0.048025162,0.04793068
70,0.04420259,0.043548195,0.043445697
80,0.040145782,0.04012893,0.040092144
90,0.038560202,0.038538527,0.038505037
100,0.036130641,0.036001523,0.035964895
10,0.123181427,0.119653045,0.118390815
20,0.083554692,0.082766746,0.082394046
30,0.066694188,0.065962176,0.065745178
40,0.057633162,0.057457482,0.057336718
50,0.050716828,0.05041512,0.05032063
60,0.045630987,0.045357664,0.04528607
70,0.043543056,0.043478447,0.043427092
80,0.041381819,0.04110508,0.041042155
90,0.03822234,0.03826328,0.038235621
100,0.03509958,0.034750021,0.034697413
10,0.121825923,0.118110537,0.116935319
20,0.080493307,0.08027731,0.079983843
30,0.066844978,0.066108696,0.065886847
40,0.058014449,0.0576428,0.057503318
50,0.053415227,0.053473422,0.053391868
60,0.047021018,0.047043524,0.0469873
70,0.042576059,0.042558719,0.042515707
80,0.040378714,0.040197423,0.04014614
90,0.037937367,0.038009644,0.037985361
100,0.035351485,0.03514243,0.035101411
10,0.124025207,0.119133961,0.117791837
20,0.084304007,0.081899241,0.081389992
30,0.068655588,0.067728729,0.067476816
40,0.057678413,0.056654327,0.056465591
50,0.050514149,0.049341024,0.049176549
60,0.045680403,0.045726698,0.045680366
70,0.043157163,0.043463286,0.04344483
80,0.04092763,0.040641957,0.040579951
90,0.037214412,0.036748213,0.036680759
100,0.037069178,0.036756833,0.036702321
10,0.123629432,0.122126096,0.121066879
20,0.080195963,0.078858616,0.078479315
30,0.066917518,0.066873236,0.066706726
40,0.058566416,0.058381722,0.058257452
50,0.051787287,0.051127095,0.05099734
60,0.044540168,0.044636002,0.044598325
70,0.043545814,0.043581303,0.043537355
80,0.039601808,0.039183439,0.039115149
90,0.03616688,0.03608066,0.036049496
100,0.035166761,0.035076572,0.035045863
10,0.122441624,0.120639545,0.119533582
20,0.085101175,0.083591667,0.083152042
30,0.067385774,0.066528286,0.066296486
40,0.056068882,0.056290186,0.056214242
50,0.052924983,0.052462666,0.052341729
60,0.045356117,0.045040241,0.044963776
70,0.042164683,0.041953422,0.04189588
80,0.037835584,0.037932226,0.037913735
90,0.038144177,0.038273924,0.038253829
100,0.037054916,0.03673088,0.036674686
10,0.121440938,0.11855408,0.11738702
20,0.084445193,0.083612724,0.083227748
30,0.065564393,0.064892051,0.064687448
40,0.055655227,0.055145649,0.055016142
50,0.05237987,0.051631822,0.051492618
60,0.045948989,0.045673334,0.045600004
70,0.040878106,0.040735273,0.040689176
80,0.040591288,0.04083725,0.040820998
90,0.036550288,0.036550658,0.036525105
100,0.03705867,0.036968985,0.036932781
10,0.1230656,0.119389609,0.118176869
20,0.084528157,0.082961416,0.082519587
30,0.066972,0.066862466,0.066685705
40,0.054885427,0.05456376,0.054455894
50,0.049312499,0.04873733,0.048628909
60,0.047415289,0.047144185,0.047062893
70,0.043569308,0.04325377,0.043182067
80,0.03903768,0.038882328,0.038838192
90,0.037059907,0.036770471,0.036719102
100,0.03414277,0.034110294,0.034087475
10,0.12280199,0.119895759,0.118698895
20,0.083284122,0.08136226,0.080914471
30,0.067584406,0.066844609,0.066621319
40,0.058213753,0.057440036,0.057269625
50,0.051903324,0.051349625,0.051227489
60,0.047327131,0.04754524,0.047504209
70,0.045612518,0.045392429,0.045321351
80,0.041422001,0.041274137,0.041222267
90,0.036481229,0.036440908,0.036411878
100,0.035692159,0.035415016,0.035367243
10,0.12322933,0.122251889,0.121158274
20,0.081087647,0.079735006,0.079353802
30,0.068280812,0.067493627,0.067258421
40,0.05771398,0.057449923,0.057323847
50,0.051887502,0.051252693,0.051123291
60,0.045334035,0.045349726,0.04530098
70,0.043355814,0.04276529,0.042671239
80,0.040846906,0.040311418,0.040228894
90,0.037005035,0.036596114,0.036535319
100,0.036593075,0.036630145,0.036605926
10,0.125766354,0.121300786,0.11995566
20,0.083747235,0.082537371,0.082135205
30,0.066958655,0.066402336,0.066198978
40,0.058358699,0.057631257,0.057465205
50,0.049209381,0.048925315,0.048840837
60,0.045324496,0.045533047,0.045500861
70,0.043289619,0.043039057,0.042973298
80,0.037876694,0.037526755,0.037471518
90,0.038343502,0.038230971,0.038190737
100,0.034645253,0.034535702,0.034504798
10,0.12293909,0.12166019,0.120545658
20,0.082291261,0.081923613,0.081592824
30,0.06821382,0.067796931,0.067584807
40,0.058138695,0.057065478,0.056872102
50,0.051172011,0.050725053,0.050615251
60,0.04495945,0.045185902,0.045156294
70,0.043230279,0.043185138,0.043136716
80,0.03936901,0.039255807,0.039213699
90,0.037954221,0.037957013,0.037927617
100,0.034954006,0.034673293,0.03462714
10,0.119638818,0.116958921,0.115858783
20,0.08181493,0.081180619,0.080835475
30,0.064390231,0.065283857,0.065208883
40,0.057411293,0.056738062,0.056583721
50,0.049582659,0.049295722,0.049209302
60,0.047994442,0.0475439,0.047445878
70,0.042457957,0.042350956,0.042301372
80,0.040479205,0.040202924,0.040143355
90,0.037236069,0.037414184,0.037401545
100,0.03600642,0.036120033,0.03610405
10,0.122759739,0.119515402,0.118309991
20,0.085174776,0.082749845,0.082241152
30,0.063502477,0.063992135,0.06389637
40,0.057035825,0.056664514,0.056535829
50,0.051929819,0.051243786,0.051111403
60,0.044970743,0.044796212,0.044735699
70,0.041254777,0.040956636,0.040895846
80,0.040096035,0.040035086,0.03999413
90,0.037458149,0.037422418,0.037390527
100,0.036105601,0.035852335,0.035805061
10,0.122809591,0.119047029,0.117822538
20,0.081990008,0.080884077,0.080512348
30,0.066556708,0.066004497,0.065804203
40,0.056519985,0.055858318,0.055709753
50,0.050960844,0.050653334,0.050557125
60,0.04503031,0.045106352,0.045065294
70,0.042650858,0.042767393,0.042735553
80,0.040235432,0.039656881,0.039573324
90,0.036797752,0.036751733,0.036720965
100,0.035401732,0.035150216,0.035105224
10,0.122225407,0.119141376,0.117938394
20,0.079511889,0.077660174,0.077265769
30,0.06570129,0.065039974,0.06483548
40,0.059007187,0.059235195,0.059137694
50,0.051400301,0.05102259,0.050917951
60,0.047045209,0.046606592,0.046514121
70,0.042133439,0.042052736,0.042006393
80,0.039250287,0.039330479,0.039304783
90,0.037061224,0.036961227,0.036925756
100,0.037123355,0.036795906,0.036739145
10,0.127031851,0.122785727,0.121392085
20,0.081151695,0.079300123,0.078880674
30,0.064647028,0.064075276,0.063893297
40,0.05762425,0.057316134,0.057187929
50,0.050120599,0.049774026,0.049680119
60,0.046564471,0.046388886,0.046319264
70,0.042341657,0.042350788,0.042310872
80,0.038637777,0.038780075,0.038762051
90,0.03861464,0.038045824,0.037965573
100,0.035445621,0.035409301,0.035382527
10,0.120790471,0.120818809,0.11986697
20,0.086797655,0.084853996,0.084357
30,0.067970717,0.068070841,0.06790065
40,0.055537792,0.055025256,0.054895068
50,0.052188897,0.051600899,0.051475762
60,0.047600138,0.047341183,0.047260052
70,0.041864845,0.04189974,0.041864363
80,0.038731072,0.038875721,0.038857965
90,0.037261509,0.037060018,0.037015314
100,0.03635932,0.036357822,0.036331503
10,0.120560989,0.118455323,0.117334612
20,0.080115756,0.078234009,0.077828896
30,0.067012551,0.067407541,0.067269473
40,0.056003417,0.054829167,0.05464235
50,0.05039874,0.049548011,0.049411308
60,0.047070809,0.046735106,0.046649927
70,0.042296492,0.04169907,0.041608624
80,0.040381402,0.040370204,0.040333272
90,0.039493837,0.039328732,0.039280121
100,0.035523411,0.035359108,0.035321033
10,0.126706966,0.121599761,0.120208408
20,0.084928422,0.082454976,0.081940251
30,0.063637087,0.062776586,0.062581273
40,0.057723926,0.057207973,0.057063727
50,0.053140846,0.051627945,0.051419137
60,0.045438099,0.044621877,0.044505017
70,0.041246712,0.041146203,0.041100803
80,0.040702774,0.040528925,0.040476942
90,0.037844107,0.037722731,0.037683097
100,0.037169018,0.037070151,0.037032996
10,0.127251804,0.123684139,0.122356136
20,0.084663856,0.083379836,0.082949979
30,0.066354037,0.065690842,0.065478469
40,0.059109299,0.058674977,0.058525847
50,0.050178761,0.049779894,0.049679174
60,0.046074706,0.046014613,0.045957835
70,0.041732389,0.041782107,0.041747908
80,0.04104867,0.040792716,0.040732862
90,0.039159113,0.039004933,0.03895812
100,0.034765516,0.035088334,0.035093448
10,0.124215936,0.121770498,0.120614052
20,0.082712563,0.08076864,0.080321301
30,0.064736603,0.064593285,0.06443472
40,0.056426651,0.056730243,0.05665473
50,0.051562277,0.051751527,0.051692222
60,0.045653951,0.044994406,0.044888527
70,0.040331711,0.040462234,0.040441172
80,0.041810271,0.041548606,0.041486313
90,0.037992471,0.037800029,0.037753294
100,0.03443153,0.034383575,0.034359023
10,0.12250576,0.120423749,0.119262857
20,0.082022966,0.080442833,0.080025281
30,0.067614625,0.067586387,0.067415566
40,0.055789378,0.055620768,0.055515373
50,0.051275531,0.05148692,0.051430452
60,0.045958519,0.045742987,0.04567344
70,0.042106239,0.041962682,0.041912058
80,0.040711954,0.040432468,0.040372362
90,0.040219587,0.039415169,0.039310548
100,0.035633495,0.035689725,0.035670164
10,0.126701214,0.120631329,0.119145766
20,0.081283012,0.078603678,0.078118407
30,0.064135018,0.063360593,0.063161894
40,0.057770809,0.057478911,0.057348686
50,0.050462024,0.050385667,0.050310338
60,0.046232169,0.045885584,0.045803802
70,0.043508501,0.043220995,0.043152096
80,0.038416903,0.038292765,0.03825358
90,0.037848028,0.037652903,0.037606708
100,0.035670519,0.035453456,0.035410952
10,0.125178362,0.122812157,0.121601161
20,0.083430338,0.081398325,0.08093585
30,0.06638799,0.065867617,0.065667387
40,0.060045792,0.059691732,0.059544335
50,0.052377033,0.051596513,0.05145258
60,0.046505859,0.046665069,0.046624252
70,0.043229765,0.043067566,0.043010073
80,0.04145501,0.041389142,0.041344126
90,0.036745137,0.036899897,0.036886877
100,0.035409556,0.035141617,0.035095139
10,0.124988044,0.121793209,0.120530444
20,0.08435805,0.083043041,0.082615456
30,0.066242838,0.065719449,0.065518601
40,0.055681171,0.05576242,0.055677163
50,0.049751192,0.049517789,0.049435034
60,0.046765157,0.046511966,0.046435641
70,0.043990619,0.043700384,0.043628987
80,0.038330956,0.038020945,0.0379668
90,0.038131937,0.037736237,0.037672381
100,0.03668495,0.03641626,0.036366295
10,0.125503738,0.120095511,0.11868826
20,0.084633011,0.084097471,0.083727153
30,0.066623661,0.065861646,0.065644363
40,0.056512459,0.056274064,0.056156751
50,0.051454479,0.051540658,0.051474309
60,0.043935436,0.043641513,0.043575755
70,0.04392976,0.043748332,0.043686977
80,0.041648178,0.041136964,0.041054087
90,0.03780813,0.037399005,0.037335078
100,0.036165871,0.036040981,0.036004254
10,0.118506349,0.118303218,0.117395923
20,0.084606973,0.082405459,0.08191348
30,0.066396728,0.066136845,0.065953877
40,0.058619409,0.057440206,0.057232882
50,0.049119144,0.048510911,0.048400387
60,0.045818782,0.045467146,0.045387283
70,0.044674359,0.044214063,0.044126034
80,0.04083303,0.04039418,0.040319181
90,0.038766885,0.038511432,0.038457964
100,0.035550298,0.035625874,0.035607842
