CUE,QSS,QCON,KF1,HAL1,LogHAL1,Subtlex1,LogSub1,Length1,POS1,Ortho1,Phono1,Phonemes1,Syllables1,Morphemes1
pepsi,20,4.95,82,19872,9.9,247.39,4.1,5,VB|NN,5,4,5,1,1
pepsi,12,5.96,3,3367,8.12,19.84,3.01,4,NN,6,6,4,2,1
pepsi,6.94,76,18633,9.83,50.75,3.41,6,NN|VB,4,16,4,2,1,
pepsi,3.61,1772,1625073,14.3,5247.45,5.43,3,VB|NN,24,46,3,1,1,
pepsi,5.68,4,4270,8.36,18.59,2.98,4,NN,14,33,3,1,1,
pepsi,5.96,3,3367,8.12,19.84,3.01,4,NN,6,6,4,2,1,
perch,8,5.09,1,769,6.65,0.98,1.71,5,NN|VB,4,21,3,1,1
perfect,18,,58,41810,10.64,158.65,3.91,7,JJ|NN,0,0,6,2,2
perfume,12,6.03,10,1151,7.05,11.43,2.77,7,NN,0,0,6,2,1
period,12,3.92,265,53751,10.89,27.78,3.15,6,NN,1,1,6,2,1
person,14,6.51,175,167439,12.03,212.88,4.04,6,NN,1,8,4,2,1
personality,25,2.61,48,12265,9.41,15.9,2.91,11,NN,0,0,9,5,3
persuade,17,2.57,17,2463,7.81,6.39,2.51,8,VB,0,0,6,2,2
phantom,10,2.5,2,8107,9,4.08,2.32,7,NN,0,3,6,2,1
pheasant,,,1,291,5.67,0.8,1.62,8,NN,1,1,5,2,1
phone,10,6.02,54,141619,11.86,269.73,4.14,5,NN|VB,3,37,3,1,1
piano,14,6.26,38,9273,9.13,24.86,3.1,5,NN,0,0,5,3,1
pick,13,4.98,55,45297,10.72,198.39,4.01,4,VB|NN,16,41,3,1,1
picket,11,4.46,9,850,6.75,2.22,2.06,6,NN|VB,6,6,5,2,1
pickle,15,5.93,1,979,6.89,4.61,2.37,6,NN|VB,4,11,4,2,1
pickles,14,5.93,1,504,6.22,3.69,2.28,7,NN|VB,3,9,5,2,2
picture,11,6.75,162,46520,10.75,138.45,3.85,7,NN|VB,0,1,5,2,2
pie,21,6.09,14,4935,8.5,28.75,3.17,3,NN,15,44,2,1,1
piece,13,3.75,129,46129,10.74,124.49,3.8,5,NN|VB,1,29,3,1,1
pier,11,5.76,3,1150,7.05,6.55,2.52,4,NN,5,49,3,1,1
pig,22,6.92,8,6375,8.76,39.14,3.3,3,NN|VB,16,25,3,1,1
pigeon,7,5.77,3,900,6.8,5.9,2.48,6,NN,0,2,5,2,1
pill,14,5.88,15,2805,7.94,11.82,2.78,4,NN,16,53,3,1,1
pillow,14,6.12,8,2110,7.65,11.39,2.76,6,NN,2,7,4,2,1
pilot,8,5.95,44,16024,9.68,26.67,3.13,5,NN|VB,2,5,5,2,1
pimple,13,5.75,,216,5.38,1.67,1.93,6,NN|VB,4,5,5,2,1
pin,15,5.81,16,24742,10.12,16.37,2.92,3,NN|VB,19,46,3,1,1
pine,7,5.88,14,7920,8.98,6.2,2.5,4,NN|VB,22,34,3,1,1
pineapple,,,9,637,6.46,2.55,2.12,9,NN,0,0,6,3,2
pinwheel,,,,51,3.93,0.14,0.9,8,NN,0,0,7,2,
piped,,,2,525,6.26,0.25,1.15,5,VB,7,11,4,1,2
pistol,10,6.59,27,4683,8.45,10.06,2.71,6,NN,2,2,5,2,1
pizza,14,6.42,3,5507,8.61,33.51,3.23,5,NN,1,0,5,2,1
place,22,3.98,571,195199,12.18,602.67,4.49,5,NN|VB,5,10,4,1,1
plain,20,5.28,48,23526,10.07,21.82,3.05,5,JJ|NN|RB,4,13,4,1,1
plan,28,3.53,205,63172,11.05,145.73,3.87,4,NN|VB,6,13,4,1,1
plane,12,5.31,114,18677,9.84,95.53,3.69,5,NN|VB,6,13,4,1,1
planet,9,5.64,21,26589,10.19,38.73,3.3,6,NN,3,1,6,2,1
planets,18,,22,7932,8.98,4.29,2.34,7,NN,0,1,7,2,2
plant,14,5.98,125,25225,10.14,27.61,3.15,5,NN|VB,5,7,5,1,1
plastic,23,,31,26405,10.18,18.76,2.98,7,NN|JJ,1,1,7,2,1
plate,12,5.74,22,10419,9.25,25.65,3.12,5,NN|VB,7,14,4,1,1
platypus,,,,193,5.26,0.06,0.6,8,NN,0,0,8,3,1
play,21,4.22,200,149546,11.92,354.53,4.26,4,VB|NN,6,15,3,1,1
plea,,,11,1986,7.59,6.84,2.54,4,NN,3,17,3,1,1
plead,9,3.08,5,1026,6.93,7,2.55,5,VB,2,12,4,1,1
pledge,16,2.93,3,2599,7.86,6.88,2.55,6,NN|VB,2,5,4,1,1
pliers,16,,1,730,6.59,1.16,1.78,6,NN,1,5,5,1,3
plug,25,6,23,15792,9.67,10.41,2.73,4,NN|VB,3,7,4,1,1
plum,13,6.18,1,825,6.72,3.41,2.24,4,NN|JJ,6,7,4,1,1
plus,4,2.18,72,99584,11.51,47.04,3.38,4,minor,3,7,4,1,1
pocketbook,7,,3,367,5.91,1.49,1.89,10,NN,0,0,8,3,2
poem,28,,48,5184,8.55,13.65,2.84,4,NN,1,1,4,1,1
poetry,21,,88,8869,9.09,13.37,2.83,6,NN,0,1,6,2,2
point,24,4.54,395,256288,12.45,236.53,4.08,5,NN|VB,3,6,4,1,1
poison,18,5.65,10,5095,8.54,24.55,3.1,6,NN|VB,1,1,4,2,1
poker,10,4.92,6,4519,8.42,16.06,2.91,5,NN,5,15,4,2,2
police,19,6.69,155,48000,10.78,236.16,4.08,6,NN|VB,2,2,5,2,1
polish,12,4.18,19,6046,8.71,9.67,2.69,6,NN|VB,2,2,5,2,1
polite,9,3.3,7,5981,8.7,13.94,2.85,6,JJ,3,1,5,2,1
politics,13,2.59,69,20224,9.91,16.57,2.93,8,NN,2,0,8,3,1
pony,5,6.51,10,2249,7.72,8.1,2.62,4,NN,13,14,4,2,1
pool,13,6.29,111,16200,9.69,46.98,3.38,4,NN|VB,10,32,3,1,1
poor,11,3,113,53482,10.89,129.08,3.82,4,JJ,8,28,3,1,1
porcupine,17,6.25,,547,6.3,0.65,1.53,9,NN,0,0,9,3,1
positive,9,2.76,74,27619,10.23,31.63,3.21,8,JJ|NN,0,1,7,3,2
pot,15,5.3,28,13161,9.49,22.53,3.06,3,NN,22,43,3,1,1
potato,23,7,15,3178,8.06,11.29,2.76,6,NN,0,0,6,3,1
pound,14,4.7,28,7611,8.94,13.88,2.85,5,NN|VB,7,19,4,1,1
pour,18,3.47,9,11348,9.34,15.12,2.89,4,VB,11,47,3,1,1
power,22,3.32,342,187656,12.14,149.02,3.88,5,NN|VB,10,23,3,1,1
preach,,,8,2490,7.82,2.39,2.09,6,VB,2,5,4,1,1
precise,8,,33,6777,8.82,5.2,2.42,7,JJ,1,0,6,2,1
predict,18,2.7,8,6049,8.71,3.98,2.31,7,VB,0,0,7,2,1
prejudice,14,3.24,11,5633,8.64,3.2,2.21,9,NN|VB,0,0,8,3,2
present,12,3.37,377,65134,11.08,89.45,3.66,7,JJ|NN|RB,1,2,6,2,2
president,19,5.4,382,74841,11.22,140.67,3.86,9,NN,0,0,8,3,2
press,17,,127,77897,11.26,60.2,3.49,5,NN|VB,5,6,4,1,1
presumption,,,3,1218,7.1,0.75,1.59,11,NN,0,0,9,3,3
presumptuous,,,4,386,5.96,1.35,1.85,12,JJ,0,0,11,3,3
pretty,11,2.9,107,129994,11.78,392.22,4.3,6,RB|JJ,0,5,5,2,1
preview,19,3.42,1,5581,8.63,1.43,1.87,7,NN|VB,0,0,6,2,2
priceless,19,,5,916,6.82,4.16,2.33,9,JJ,0,0,7,2,2
pride,21,1.49,42,8227,9.02,27.67,3.15,5,NN|VB,6,16,4,1,1
priest,13,6.59,16,14417,9.58,26.2,3.13,6,NN,2,6,5,1,1
primate,13,,1,2053,7.63,0.69,1.56,7,NN,1,0,6,2,1
prince,13,5.03,33,11047,9.31,45.08,3.36,6,NN,2,3,5,1,1
princess,10,5.56,10,7524,8.93,39.59,3.31,8,NN,1,2,7,2,2
print,12,4.64,18,61833,11.03,19.96,3.01,5,NN|VB,3,2,5,1,1
prison,17,6.62,42,13247,9.49,66.04,3.53,6,NN,2,3,5,2,1
prisoner,16,6.45,7,4485,8.41,23.14,3.07,8,NN,1,1,6,3,2
private,18,3.46,191,58427,10.98,75.96,3.59,7,JJ|NN|RB,1,0,6,2,2
problem,13,3.64,313,314595,12.66,330.06,4.23,7,NN,0,0,7,2,1
profound,,,27,3756,8.23,4.18,2.33,8,JJ|NN,1,2,7,2,1
projector,,,1,1376,7.23,1.22,1.8,9,NN,1,2,8,3,3
prom,18,,,1424,7.26,17.76,2.96,4,NN,10,8,4,1,1
promise,15,,45,14380,9.57,153.12,3.89,7,NN|VB,1,1,6,2,1
promote,,,32,12531,9.44,4.41,2.35,7,VB,0,0,6,2,2
proof,23,3.51,40,28838,10.27,34.39,3.24,5,NN|JJ,0,4,4,1,1
property,12,5.99,156,33095,10.41,33.29,3.23,8,NN,1,1,7,3,1
prospect,,,25,3912,8.27,3.49,2.25,8,NN,0,0,8,2,2
prospective,,,21,4707,8.46,1.33,1.84,11,JJ,0,1,10,3,3
protect,22,2.95,34,29349,10.29,70.25,3.55,7,VB,2,0,7,2,1
protection,23,3.49,68,32877,10.4,23.47,3.08,10,NN,1,1,8,3,2
prune,14,6.26,1,739,6.61,1.47,1.88,5,VB|NN,2,9,4,1,1
psycho,,,,2119,7.66,11.02,2.75,6,NN,1,5,4,2,1
public,21,,438,153537,11.94,71.08,3.56,6,JJ|NN|RB,0,1,6,2,1
pudding,13,6.6,,1254,7.13,6.16,2.5,7,NN,4,10,5,2,1
puff,15,3.63,1,1196,7.09,4.45,2.36,4,NN|VB,8,19,3,1,1
puke,13,,1,1277,7.15,6.25,2.51,4,NN|VB,9,3,4,1,1
pull,10,3.4,51,28190,10.25,146.45,3.87,4,VB|NN,15,28,3,1,1
pumpkin,8,6.42,2,937,6.84,10.84,2.74,7,NN,1,1,7,2,1
punch,20,5.41,5,9481,9.16,29.69,3.18,5,NN|VB,5,8,4,1,1
punishment,22,3.53,21,9269,9.13,13.43,2.84,10,NN,0,0,9,3,3
purple,13,4.27,13,9407,9.15,12.33,2.8,6,JJ|NN,0,3,4,2,1
purpose,13,2.4,149,47091,10.76,35.08,3.25,7,NN,0,1,5,2,1
purse,12,5.64,14,1862,7.53,19.76,3,5,NN|VB,8,24,3,1,1
push,10,4.12,37,19347,9.87,70.55,3.56,4,VB|NN,11,12,3,1,1
put,16,2.77,437,224207,12.32,828.45,4.63,3,VB|NN,19,21,3,1,1
puzzle,13,5.81,10,5290,8.57,7.33,2.57,6,NN|VB,3,4,4,2,1
pyramid,10,,2,4670,8.45,4,2.31,7,NN,0,0,7,3,1
python,,,14,3884,8.26,1.55,1.9,6,NN,0,1,5,2,1
quack,5,4.55,9,628,6.44,4.63,2.37,5,NN|minor|VB,2,9,4,1,1
quart,9,4.93,3,1099,7,2.08,2.03,5,NN,2,3,5,1,1
queen,7,6.38,41,17473,9.77,54.69,3.45,5,NN,3,3,4,1,1
question,6,3.91,257,184252,12.12,198.35,4.01,8,NN|VB,0,0,7,2,2
questions,,,140,145136,11.89,117.96,3.78,9,NN|VB,0,2,8,2,3
quick,10,3.39,68,37673,10.54,108.67,3.74,5,JJ|NN|RB,3,13,4,1,1
quiet,12,3.7,76,13086,9.48,117.22,3.78,5,JJ|VB|NN,3,0,5,1,1
rabbit,27,6.04,11,5751,8.66,20.94,3.03,6,NN|VB,1,3,5,2,1
raccoon,22,6.6,1,275,5.62,1.43,1.87,7,NN,0,0,5,2,1
race,17,4.46,103,46405,10.75,61.9,3.5,4,NN|VB,15,35,3,1,1
racquet,3,5.09,1,597,6.39,0.33,1.26,7,NN,0,3,5,2,1
radio,13,6.45,120,71946,11.18,77.18,3.6,5,NN|VB,3,2,5,3,1
radish,14,,8,139,4.93,0.61,1.51,6,NN,2,8,5,2,1
raft,17,5.98,4,841,6.73,4.71,2.38,4,NN,8,20,4,1,1
rain,18,5.77,70,17801,9.79,48.9,3.4,4,NN|VB,12,51,3,1,1
raisin,12,6.96,1,314,5.75,1.63,1.92,6,NN,0,9,4,2,1
rake,9,5.66,11,919,6.82,2.98,2.18,4,VB|NN,17,43,3,1,1
rare,27,3.23,41,36258,10.5,21.31,3.04,4,JJ,17,36,3,1,1
raspberry,15,5.9,1,674,6.51,1.88,1.99,9,NN|JJ,0,0,7,3,2
rat,19,6.11,6,7399,8.91,32.61,3.22,3,NN,28,44,3,1,1
rattle,7,6.6,5,1234,7.12,3.37,2.24,6,NN|VB,4,13,4,2,1
rattlesnake,,,3,235,5.46,1.69,1.94,11,NN,0,0,8,3,2
raven,,,,3390,8.13,3.12,2.2,5,NN|JJ,6,7,4,2,1
raw,20,3.84,43,12360,9.42,10.18,2.72,3,JJ|NN,21,29,2,1,1
rays,10,,9,1644,7.4,4.33,2.35,4,NN,17,58,3,1,2
razor,5,6.32,15,3264,8.09,6.88,2.55,5,NN,1,12,4,2,2
reaction,21,2.93,124,16706,9.72,16.27,2.92,8,NN,0,0,6,3,3
read,9,4.16,173,289582,12.58,241.22,4.09,4,VB|NN,15,49,3,1,1
ready,15,,143,43959,10.69,387.8,4.3,5,JJ|VB|RB,4,18,4,2,1
real,14,2.78,260,197763,12.19,442.8,4.35,4,JJ,16,3,4,1,1
reason,27,3.44,241,133687,11.8,193.29,3.99,6,NN|VB,1,5,4,2,1
reasonable,,,64,36710,10.51,18.55,2.98,10,JJ,2,1,7,4,2
receive,15,2.98,76,67666,11.12,19.45,3,7,VB,2,0,5,2,2
recipe,11,,8,10197,9.23,7.61,2.59,6,NN,1,0,6,3,1
recliner,13,,0,,,,,8,N,,,,,
recliner,,,0,,,,,8,N,,,,,
record,14,,137,61996,11.03,85.59,3.64,6,NN,2,2,5,2,1
red,14,4.97,197,103819,11.55,148.06,3.88,3,JJ|NN,18,35,3,1,1
reef,8,6.41,11,2981,8,4,2.31,4,NN,5,30,3,1,1
reel,11,4.85,2,2752,7.92,3.25,2.22,4,NN|VB,9,48,3,1,1
referee,19,5.34,1,2297,7.74,3.59,2.26,7,NN,0,0,5,3,3
refrigerator,9,7,23,1845,7.52,8.37,2.63,12,NN,0,0,11,5,3
refuse,18,3.42,16,14723,9.6,20.98,3.03,6,VB,3,1,6,2,2
relationship,19,,88,33496,10.42,67.69,3.54,12,NN,0,0,9,4,3
relative,16,5.18,46,18302,9.81,7.78,2.6,8,JJ|NN,0,0,7,3,2
relax,20,3.71,19,5905,8.68,96.78,3.69,5,VB|NN,1,0,6,2,1
reliable,15,,22,16975,9.74,5.9,2.48,8,JJ,1,0,7,3,2
religion,14,3.71,119,40955,10.62,13.86,2.85,8,NN,0,1,7,3,2
remember,8,2.8,138,142627,11.87,542.47,4.44,8,VB,0,0,7,3,1
remember,18,,,125,4.83,0.61,1.51,9,VB,0,0,8,3,2
remember,,,125,4.83,0.61,1.51,9,VB,0,0,8,3,2,
rent,15,4.29,21,10739,9.28,34.55,3.25,4,NN|VB,17,24,4,1,1
rental,,,15,5416,8.6,4.82,2.39,6,JJ|NN,3,10,5,2,2
repair,8,,20,13501,9.51,8.82,2.65,6,NN|VB,1,1,5,2,2
repeat,18,,26,22045,10,33.02,3.23,6,VB|NN,3,2,5,2,1
reptile,8,6.65,,1224,7.11,1.41,1.86,7,NN,0,0,5,2,1
republican,9,,54,17910,9.79,4.04,2.32,10,NN|JJ,0,0,10,4,2
request,14,,49,66648,11.11,25.57,3.12,7,NN|VB,1,1,7,2,2
restaurant,12,6.83,41,8469,9.04,46.53,3.38,10,NN,0,0,9,3,1
retain,16,2.97,11,5505,8.61,2.37,2.09,6,VB|NN,4,4,5,2,2
retch,,,1,289,5.67,0.29,1.2,5,NN|VB,7,17,3,1,1
retort,,,4,514,6.24,0.25,1.15,6,NN|VB,2,2,6,2,2
retrograde,,,3,306,5.72,0.33,1.26,10,JJ,0,0,9,3,1
return,23,,180,83751,11.34,91.69,3.67,6,NN|VB,0,1,5,2,1
revolver,,,14,1173,7.07,2.76,2.15,8,NN,2,2,7,3,3
rhubarb,,,,386,5.96,1.08,1.75,7,NN,0,0,6,2,1
rhyme,17,,3,1630,7.4,4.41,2.35,5,NN|VB,1,30,3,1,1
ribbon,14,6.3,12,3592,8.19,5.06,2.41,6,NN,1,3,5,2,1
ribs,23,5.86,11,1849,7.52,8.35,2.63,4,NN,12,19,4,1,2
rice,19,6.04,33,16535,9.71,15.08,2.89,4,NN,17,34,3,1,1
rich,7,3.63,74,36592,10.51,80.39,3.61,4,JJ|NN,5,28,3,1,1
ride,14,4.14,49,23593,10.07,135.37,3.84,4,NN|VB,19,50,3,1,1
ride,19,4.51,,60,4.09,0.94,1.69,9,VB,0,0,6,2,2
ride,4.51,,60,4.09,0.94,1.69,9,VB,0,0,6,2,2,
ridiculous,13,1.92,19,10108,9.22,55.61,3.45,10,JJ,0,0,10,4,2
rifle,10,6.04,63,8290,9.02,14.57,2.87,5,NN|VB,0,6,4,2,1
right,3,3.53,613,388384,12.87,4008.39,5.31,5,NN|JJ|RB|VB,9,40,3,1,1
rights,15,,77,92824,11.44,29.61,3.18,6,NN|VB,8,26,4,1,2
ring,13,5.88,47,44167,10.7,92.75,3.67,4,NN|VB,13,28,3,1,1
rip,9,,6,8026,8.99,20.16,3.01,3,NN|VB,18,34,3,1,1
rise,10,3.64,102,14753,9.6,27.43,3.15,4,NN|VB,15,51,3,1,1
rivalry,,,6,883,6.78,1.06,1.74,7,NN,0,1,6,3,1
river,20,5.83,165,27274,10.21,55.47,3.45,5,NN,13,12,4,2,1
road,24,5.48,197,66722,11.11,111.94,3.76,4,NN,9,48,3,1,1
roast,16,5.02,10,1484,7.3,9.78,2.7,5,NN|VB,4,16,4,1,1
robbery,16,4.75,10,2155,7.68,23.04,3.07,7,NN,3,2,6,3,2
robe,18,5.74,6,1641,7.4,8.49,2.64,4,NN|VB,11,25,3,1,1
robin,6,6.32,2,12801,9.46,24.94,3.1,5,NN,2,3,5,2,1
robust,,,,3724,8.22,0.71,1.57,6,JJ|NN,0,0,6,2,1
rock,13,6.03,75,44285,10.7,86.16,3.64,4,NN|VB,14,41,3,1,1
rocker,,,4,1240,7.12,1.25,1.81,6,NN,6,16,4,2,2
rocket,18,6.22,7,11027,9.31,11.84,2.78,6,NN|VB,7,5,5,2,1
rocks,20,6.03,23,7759,8.96,22.88,3.07,5,NN|VB,13,38,4,1,2
rogue,,,1,5675,8.64,3.73,2.28,5,JJ|NN,2,24,3,1,1
roof,9,5.82,59,5626,8.64,35.65,3.26,4,NN,9,27,3,1,1
room,22,5.37,383,85138,11.35,439.51,4.35,4,NN|VB,10,33,3,1,1
rooster,7,6.2,3,516,6.25,3.86,2.3,7,NN,3,4,5,2,2
rope,21,6.36,15,6358,8.76,22.71,3.06,4,NN|VB,18,35,3,1,1
rose,10,5.86,86,19326,9.87,53.02,3.43,4,VB|NN|JJ,20,54,3,1,1
roses,16,5.86,7,6606,8.8,14.18,2.86,5,NN,14,12,5,2,2
rot,23,3.54,8,2377,7.77,7.73,2.6,3,NN|VB,22,44,3,1,1
rotten,13,4.31,2,2386,7.78,17.47,2.95,6,JJ,4,4,4,2,2
rough,17,4.48,41,10148,9.23,37.39,3.28,5,JJ|RB|VB,10,24,3,1,1
round,7,4.34,81,47080,10.76,66.53,3.53,5,JJ|NN|VB,7,16,4,1,1
rubberneck,,,,7,1.95,0.06,0.6,10,VB|NN,0,0,7,3,3
rude,20,2.95,6,7346,8.9,22.06,3.05,4,JJ|NN,10,43,3,1,1
rug,12,6.12,13,1448,7.28,10.41,2.73,3,NN,19,26,3,1,1
rule,21,2.79,73,45323,10.72,48.14,3.39,4,NN|VB,9,35,3,1,1
ruler,16,6.37,3,2703,7.9,3.18,2.21,5,NN,4,11,4,2,2
rules,12,,85,80232,11.29,67.41,3.54,5,NN|VB,9,21,4,1,2
run,10,4.51,212,223338,12.32,350.55,4.25,3,VB|NN,19,40,3,1,1
russia,17,,72,19055,9.86,12.35,2.8,6,NN,0,2,4,2,1
sack,9,5.7,8,2220,7.71,12.92,2.82,4,NN|VB,15,38,3,1,1
sad,7,3.52,35,17183,9.75,63.37,3.51,3,JJ|NN,22,39,3,1,1
saddle,4,6.2,25,2899,7.97,7.82,2.6,6,NN|VB,2,11,4,2,1
safe,21,3.72,58,33169,10.41,143.2,3.86,4,JJ|NN,10,15,3,1,1
sailboat,,,1,523,6.26,1.61,1.92,8,NN,1,1,6,2,2
salad,15,6.83,9,2491,7.82,17.02,2.94,5,NN,0,4,5,2,1
salamander,,,2,362,5.89,0.16,0.95,10,NN,0,0,9,4,1
sale,17,3.6,44,95391,11.47,25.39,3.11,4,NN,23,47,3,1,1
salmon,6,6.24,3,3076,8.03,6.55,2.52,6,NN,2,8,5,2,1
salt,7,5.69,46,15258,9.63,19.51,3,4,NN|VB,9,11,4,1,1
same,8,2.44,686,401465,12.9,417.18,4.33,4,JJ,17,26,3,1,1
sample,16,,57,24016,10.09,14.59,2.87,6,NN|VB,1,1,5,2,1
sand,8,6.25,28,10083,9.22,20.29,3.02,4,NN|VB,15,19,4,1,1
sandals,11,6.05,5,1995,7.6,1.73,1.95,7,NN,1,9,6,2,2
sandpaper,11,,1,383,5.95,0.43,1.36,9,NN|VB,1,1,8,3,2
sandwich,18,6.37,10,2328,7.75,21.92,3.05,8,NN|VB,0,0,6,2,2
santa,7,,28,23164,10.05,46.69,3.38,5,NN,3,6,5,2,1
sardine,11,5.93,,104,4.64,0.9,1.67,7,NN,0,0,6,2,1
sardine,,,,104,4.64,0.9,1.67,7,NN,0,0,6,2,1
sassafras,,,2,80,4.38,0.63,1.52,9,NN,0,0,8,3,1
satin,9,5.9,5,1533,7.33,2.61,2.13,5,NN,4,10,4,2,1
sauce,15,6.76,20,5757,8.66,15.59,2.9,5,NN,2,19,3,1,1
saucer,11,6.02,,1272,7.15,2.75,2.15,6,NN,2,5,4,2,2
save,17,3.07,62,62632,11.05,162.31,3.92,4,VB|NN,18,24,3,1,1
saw,13,4.57,352,87044,11.37,402.49,4.31,3,VB|NN,20,32,2,1,1
sawhorse,,,,54,3.99,0.02,0.3,8,NN,0,1,6,2,2
saxophone,17,6.18,4,558,6.32,1.69,1.94,9,NN,0,0,8,3,2
say,13,,504,359478,12.79,1639.78,4.92,3,VB|NN,28,52,2,1,1
scandalous,,,,382,5.95,0.9,1.67,10,JJ,0,0,8,3,2
scare,11,4.07,3,4294,8.36,33.57,3.23,5,VB|NN,10,10,4,1,1
scared,12,,21,7739,8.95,133.39,3.83,6,VB|JJ,9,9,5,1,2
scarf,17,4.07,4,826,6.72,4.69,2.38,5,NN,6,3,5,1,1
scary,13,2.59,,5756,8.66,26.2,3.13,5,JJ,5,5,5,2,2
scent,6,4.58,6,2429,7.8,5.96,2.48,5,NN|VB,3,21,4,1,1
schedule,15,,36,17857,9.79,29.76,3.18,8,NN|VB,0,0,6,2,1
school,22,5.25,492,119951,11.69,333.12,4.23,6,NN|VB,0,10,4,1,1
science,18,4.14,131,99256,11.51,37.25,3.28,7,NN,0,1,5,1,2
scientist,17,6.48,17,9071,9.11,12.18,2.79,9,NN,0,0,8,2,3
scissors,4,5.92,1,1369,7.22,6.69,2.53,8,NN,0,8,5,2,2
scooter,,,,744,6.61,2.73,2.15,7,NN,2,4,5,2,2
scotch,14,5.71,5,1422,7.26,14.75,2.88,6,NN|VB,1,5,4,1,1
scratch,13,5.31,9,8067,9,18.84,2.98,7,NN|VB,0,4,5,1,1
scream,12,4.16,13,7435,8.91,26.41,3.13,6,NN|VB,1,7,5,1,1
screech,,,1,383,5.95,6.24,2.5,7,NN|VB,0,6,5,1,1
screwdriver,12,5.54,,1173,7.07,2.51,2.11,11,NN,0,0,9,3,3
screws,,,10,3523,8.17,3.49,2.25,6,NN|VB,4,6,5,1,2
sea,15,5.82,95,36736,10.51,59.84,3.48,3,NN,17,51,2,1,1
seagull,10,6.43,,540,6.29,1.22,1.8,7,NN,0,0,5,2,2
seal,25,5.44,17,6421,8.77,14.75,2.88,4,NN|VB,17,56,3,1,1
search,9,3.43,66,78523,11.27,48.37,3.39,6,NN|VB,1,15,3,1,1
seat,10,6.79,54,17184,9.75,78.78,3.6,4,NN|VB,22,48,3,1,1
seatbelt,11,6.53,0,,,,,8,N,,,,,
seaweed,,,3,381,5.94,1.73,1.95,7,NN,0,1,5,2,2
second,10,3.61,373,150377,11.92,284.57,4.16,6,JJ|NN|RB|VB,1,3,6,2,1
secret,24,,78,35327,10.47,109.51,3.75,6,JJ|NN,0,0,6,2,1
secretary,21,5.58,191,14898,9.61,33.22,3.23,9,NN,0,0,9,4,1
secure,19,2.4,30,14198,9.56,24.33,3.09,6,VB|JJ,0,0,6,2,1
security,13,3.32,91,62549,11.04,94.31,3.68,8,NN,0,0,9,4,2
see,14,3.44,772,580882,13.27,2556.73,5.12,3,VB,25,51,2,1,1
seek,5,3.71,69,19663,9.89,18.31,2.97,4,VB,11,47,3,1,1
seldom,16,,34,4444,8.4,3.27,2.23,6,RB,0,1,6,2,1
self,13,4.33,40,29333,10.29,14.16,2.86,4,NN,4,9,4,1,1
sell,14,3.38,41,77273,11.26,92.25,3.67,4,VB|NN,12,40,3,1,1
seller,12,4.05,6,4667,8.45,2.2,2.05,6,NN,5,13,4,2,2
senate,14,,62,16880,9.73,6.49,2.52,6,NN|JJ,1,6,5,2,1
senator,18,,40,10341,9.24,33.16,3.23,7,NN,0,0,6,3,2
send,15,3.08,74,324164,12.69,179.78,3.96,4,VB|NN,13,25,4,1,1
sense,18,3.02,311,77530,11.26,131.8,3.83,5,NN|VB,3,18,4,1,1
sentence,18,4.76,34,14984,9.61,20.53,3.02,8,NN|VB,0,0,6,2,1
separate,10,3.38,79,36232,10.5,21.71,3.04,8,JJ,0,0,7,3,2
service,13,2.85,315,171115,12.05,79.92,3.61,7,NN|VB,1,4,5,2,2
seven,12,,113,22750,10.03,104.45,3.73,5,minor|NN,2,5,4,2,1
sew,21,4.33,6,1312,7.18,5.49,2.45,3,VB,20,56,2,1,1
sex,15,5.33,84,65480,11.09,152.18,3.89,3,NN|VB,17,36,4,1,1
sexy,21,,,6229,8.74,29.98,3.18,4,JJ,0,1,5,2,2
shack,17,,1,4308,8.37,5.65,2.46,5,NN|VB,9,34,3,1,1
shade,11,4.72,28,6047,8.71,5.96,2.48,5,NN|VB,8,34,3,1,1
shake,20,5.1,17,5292,8.57,39.63,3.31,5,VB|NN,12,28,3,1,1
shallow,10,3.19,14,3761,8.23,5.9,2.48,7,JJ|NN,3,14,4,2,1
shame,15,3.4,21,11304,9.33,41.57,3.33,5,NN|VB,7,20,3,1,1
shampoo,7,,2,2336,7.76,4.22,2.33,7,NN|VB,0,0,5,2,1
shape,18,4.22,85,23161,10.05,30.24,3.19,5,NN|VB,6,19,3,1,1
shark,20,5.98,,3255,8.09,14.98,2.88,5,NN,9,13,4,1,1
sharp,18,4.12,72,12847,9.46,23.78,3.08,5,JJ|NN,5,5,4,1,1
shave,12,4.54,6,1842,7.52,13.76,2.85,5,NN|VB,10,21,3,1,1
shawl,,,3,182,5.2,1.37,1.85,5,NN,2,35,3,1,1
she,5,4.02,2859,488052,13.1,3732.88,5.28,3,minor,10,50,2,1,1
shearing,,,7,168,5.12,0.2,1.04,8,NN|VB,4,19,5,2,2
shed,26,,11,6227,8.74,10.98,2.75,4,NN|VB,9,26,3,1,1
sheep,17,6.18,23,7524,8.93,13.43,2.84,5,NN,7,32,3,1,1
sheets,12,5.46,30,8127,9,12.47,2.8,6,NN,3,20,4,1,2
shell,17,5.93,22,37174,10.52,13.22,2.83,5,NN|VB,6,33,3,1,1
shelves,,,8,3045,8.02,2.75,2.15,7,NN|VB,2,5,5,1,2
shield,15,5.13,8,14024,9.55,8.2,2.62,6,NN|VB,0,16,4,1,1
