CUE,QSS,QCON,KF1,HAL1,LogHAL1,Subtlex1,LogSub1,Length1,POS1,Ortho1,Phono1,Phonemes1,Syllables1,Morphemes1
cookbook,12, ,,2402,7.78,0.73,1.58,8,NN,0,0,6,2,2
cooked,21, ,10,3467,8.15,9.51,2.69,6,VB|JJ,11,14,4,1,2
cool,12,3.6,62,49548,10.81,195.88,4,4,JJ|VB|NN,12,36,3,1,1
cooler,10,5.15,12,2564,7.85,7.06,2.56,6,JJ,4,16,4,2,2
cop,16,6.36,15,11145,9.32,86.14,3.64,3,NN,25,41,3,1,1
copier,14, ,,984,6.89,0.63,1.52,6,NN,7,7,5,2,2
copper,17,4.98,13,8817,9.08,6.59,2.53,6,NN|JJ,7,27,4,2,1
copy,13, ,38,126341,11.75,52.27,3.43,4,NN|VB,9,19,4,2,1
coral,11,5.69,5,4829,8.48,2.37,2.09,5,JJ|NN,1,10,5,2,1
cord,13,6.93,6,4635,8.44,7.02,2.56,4,NN,16,34,4,1,1
core,11,4.67,37,19755,9.89,9.82,2.7,4,NN|JJ|VB,26,45,3,1,1
cork,7,5.95,9,1394,7.24,2.86,2.17,4,NN|VB,13,18,4,1,1
corkscrew,,,3,212,5.36,1.12,1.76,9,NN,0,0,8,2,2
corn,14,5.51,34,4988,8.51,14.22,2.86,4,NN,17,28,4,1,1
cornbeef,11, ,,,,,,8,,,,,,
corporal,16, ,4,778,6.66,15.73,2.9,8,NN,0,1,8,3,2
corporation,8, ,90,42707,10.66,7.71,2.6,11,NN,0,0,9,4,3
corpse,3,6.89,7,1985,7.59,10.1,2.71,6,NN,0,6,5,1,1
correct,7,2.85,52,77798,11.26,44.94,3.36,7,JJ|VB|NN,0,1,6,2,1
corridor,5,6.03,17,2970,8,5.57,2.45,8,NN,0,1,6,3,1
cortical,,,3,183,5.21,0.2,1.04,8,JJ,0,0,7,3,3
costume,18,6.12,10,3384,8.13,14.14,2.86,7,NN,0,1,6,2,1
cottage,11,5.93,19,1318,7.18,5.29,2.43,7,NN,1,0,5,2,1
cotton,19,6.28,38,5698,8.65,14.18,2.86,6,NN|VB,1,7,4,2,1
couch,12,5.74,12,4971,8.51,23.47,3.08,5,NN,7,12,3,1,1
cougar,11,6.63,,1401,7.24,2,2.01,6,NN,0,4,4,2,1
cough,11,5.35,7,2215,7.7,8.78,2.65,5,NN|VB,11,16,3,1,1
country,19,4.54,324,106711,11.58,161.84,3.92,7,NN,0,0,6,2,1
county,18, ,155,24058,10.09,33.76,3.24,6,NN,2,4,5,2,1
couple,12, ,122,93448,11.45,223.41,4.06,6,NN|JJ|VB,0,6,4,2,1
courage,18,2.51,32,6733,8.81,23.67,3.08,7,NN,0,1,5,2,1
courageous,10, ,4,1131,7.03,3.16,2.21,10,JJ,0,0,7,3,2
course,20,3.85,465,195947,12.19,487.22,4.4,6,NN|VB,2,23,4,1,1
court,17,5.05,230,57767,10.96,100.73,3.71,5,NN|VB,1,27,4,1,1
cousin,11, ,51,4073,8.31,48.84,3.4,6,NN,0,2,4,2,1
cover,23, ,88,64134,11.07,94.27,3.68,5,VB|NN,13,8,4,2,1
covered,25, ,104,25331,10.14,31.61,3.21,7,VB|JJ,4,5,5,2,2
cow,10,6.12,29,7262,8.89,25.51,3.11,3,NN|VB,28,36,2,1,1
coward,13, ,8,1659,7.41,14.39,2.87,6,NN,2,3,4,1,1
cowboy,10,5.68,16,2826,7.95,18.98,2.99,6,NN,0,0,4,2,2
cowgirl,15, ,,220,5.39,1.18,1.79,7,NN,0,0,5,2,2
coyote,10, ,1,1508,7.32,3.63,2.27,6,NN,0,0,5,3,1
cozy,13, ,1,726,6.59,5.65,2.46,4,JJ|NN,7,14,4,2,1
crab,21,5.92,,980,6.89,6.9,2.55,4,NN,7,9,4,1,1
crack,15,5.05,21,9519,9.16,32.84,3.22,5,NN|VB,6,20,4,1,1
cracker,18,6.32,,1214,7.1,5.76,2.47,7,NN,2,6,5,2,2
crackers,15, ,4,1331,7.19,5.67,2.46,8,NN,1,3,6,2,3
crackle,7,4.23,2,237,5.47,0.69,1.56,7,VB|NN,0,3,5,2,1
cradle,5,6.94,7,1231,7.12,2.84,2.16,6,NN,0,2,5,2,1
craft,19, ,23,6908,8.84,5.67,2.46,5,NN|VB,4,8,5,1,1
crafts,13, ,3,2459,7.81,1.37,1.85,6,NN|VB,4,6,6,1,2
craggy,,,1,60,4.09,0.04,0.48,6,JJ,1,5,5,2,2
cranberry,,,,325,5.78,1.94,2,9,NN,0,0,8,3,2
crane,11, ,5,1824,7.51,33.61,3.23,5,NN|VB,7,16,4,1,1
crane_machine,,,,,,,,13,,,,,,
crash,16,4.28,20,19106,9.86,28.65,3.16,5,NN|VB,5,12,4,1,1
crater,10,5.55,2,844,6.74,2.59,2.12,6,NN,4,11,5,2,1
crave,11, ,2,694,6.54,2.08,2.03,5,VB,8,10,4,1,1
crawl,11,3.93,11,3131,8.05,12.04,2.79,5,VB|NN,3,8,4,1,1
crayola,4, ,,,,,,7,,,,,,
crayon,12,6.12,,307,5.73,0.41,1.34,6,NN|VB,0,1,5,2,1
crazy,16,2.2,34,17520,9.77,272.27,4.14,5,JJ,1,1,5,2,2
cream,14,6.08,20,9868,9.2,48.71,3.4,5,NN|VB,3,13,4,1,1
crease,12, ,1,1733,7.46,1.35,1.85,6,NN|VB,2,18,4,1,1
create,13, ,54,73169,11.2,25.27,3.11,6,VB|NN,2,2,5,2,1
creation,18, ,46,22642,10.03,6.08,2.49,8,NN,0,0,6,3,2
creative,18, ,49,19097,9.86,10.75,2.74,8,JJ,0,1,7,3,2
creator,8,3.97,14,8017,8.99,2.78,2.16,7,NN,0,0,6,3,2
creature,17, ,15,16556,9.71,21.41,3.04,8,NN,0,3,5,2,1
credit,9, ,64,49110,10.8,45.82,3.37,6,NN|VB,0,0,6,2,1
creep,,,10,1793,7.49,11.24,2.76,5,VB|NN,4,13,4,1,1
crescent,9,4.63,2,1867,7.53,1.41,1.86,8,NN,0,0,6,2,1
crevice,9, ,2,307,5.73,0.41,1.34,7,NN,0,0,6,2,1
crew,21, ,36,15253,9.63,47.53,3.38,4,NN|VB,6,17,3,1,1
cricket,14, ,3,6213,8.73,2.82,2.16,7,NN,1,2,6,2,1
crime,24,3.81,34,33496,10.42,71.24,3.56,5,NN,5,12,4,1,1
criminal,18,4.92,24,19615,9.88,34.47,3.25,8,JJ|NN,0,0,7,3,2
crisis,29,2.81,82,13610,9.52,16.65,2.93,6,NN,2,1,6,2,2
crisp,23,3.42,8,2037,7.62,3.16,2.21,5,JJ|NN|VB,1,3,5,1,1
criterion,16,1.93,11,2546,7.84,0.22,1.08,9,NN,0,0,9,3,2
critical,21, ,58,20425,9.92,12.25,2.8,8,JJ,0,1,7,3,2
criticize,25, ,4,3505,8.16,2.16,2.05,9,VB,0,0,8,3,2
crochet,18, ,1,445,6.1,0.16,0.95,7,VB|NN,0,1,5,2,1
crocodile,14,5.7,1,521,6.26,2.25,2.06,9,NN,0,0,8,3,1
crook,11,5.27,3,1171,7.07,5.67,2.46,5,NN|VB,4,9,4,1,1
crooked,23, ,3,1452,7.28,5.69,2.46,7,JJ,4,0,6,2,2
crops,13,5.87,18,2190,7.69,2.61,2.13,5,NN|VB,8,12,5,1,2
cross,18,5.1,55,29753,10.3,55.04,3.45,5,NN|VB,6,11,4,1,1
crossbow,,,,624,6.44,1.1,1.76,8,NN,0,0,6,2,2
crow,10,5.33,2,4667,8.45,4.45,2.36,4,NN|VB,6,12,3,1,1
crowbar,,,,238,5.47,1.29,1.83,7,NN,0,0,6,2,2
crowd,15,5.34,53,12988,9.47,37.37,3.28,5,NN|VB,2,11,4,1,1
crown,8,5.82,19,8962,9.1,13.69,2.84,5,NN|VB,8,11,4,1,1
crude,13, ,15,3351,8.12,3.04,2.19,5,NN,2,18,4,1,1
cruel,12,3.63,15,5177,8.55,18.35,2.97,5,JJ,3,1,5,1,1
crunch,24,3.72,2,1771,7.48,3.51,2.26,6,NN|VB,2,1,5,1,1
crunchy,16,4.66,,612,6.42,0.94,1.69,7,JJ,0,1,6,2,2
crush,20, ,4,3571,8.18,16.8,2.93,5,VB|NN,4,6,4,1,1
crust,7, ,1,1475,7.3,3.25,2.22,5,NN,5,9,5,1,1
crutch,21,5.7,1,592,6.38,1.31,1.83,6,NN,4,6,4,1,1
cry,14,4.32,48,13252,9.49,65.65,3.52,3,NN|VB,7,8,3,1,1
crystal,15,5.83,23,13437,9.51,16.14,2.92,7,NN,0,5,6,2,1
cub,7,6.1,,1316,7.18,2.1,2.03,3,NN,14,21,3,1,1
cucumber,8,6.49,,690,6.54,1.98,2.01,8,NN,0,0,8,3,1
cuddle,18,4.3,,595,6.39,2.16,2.05,6,NN|VB,8,14,4,2,1
cue,21,,,2810,7.94,7.78,2.6,3,NN|VB,13,17,3,1,1
cuff,12, ,1,835,6.73,5.71,2.47,4,NN|VB,9,21,3,1,1
cultural,,,55,19229,9.86,3.96,2.31,8,JJ|NN,0,0,7,3,2
culture,29,3.47,58,38335,10.55,13.94,2.85,7,NN,1,2,5,2,1
cup,10,5.35,45,27792,10.23,51.65,3.42,3,NN|VB,10,19,3,1,1
cupboard,15,5.82,2,564,6.34,2.49,2.11,8,NN,0,4,5,2,1
cups,16, ,14,5726,8.65,6.39,2.51,4,NN|VB,10,17,4,1,2
cure,15,3.54,28,8515,9.05,20.84,3.03,4,NN|VB,14,2,4,1,1
curiosity,13,1.98,23,4618,8.44,8.53,2.64,9,NN,0,0,10,5,2
curious,18, ,46,20418,9.92,26.22,3.13,7,JJ,2,1,7,2,1
curse,16,4.02,11,7687,8.95,18.22,2.97,5,NN|VB,6,23,3,1,1
cursive,11, ,,209,5.34,0.08,0.7,7,JJ|NN,0,1,5,2,2
curtain,12,6.82,13,1953,7.58,10.29,2.72,7,NN|VB,2,7,4,2,1
curtains,17, ,8,894,6.8,6.29,2.51,8,NN|VB,1,6,5,2,2
curve,20,4.4,45,7958,8.98,4.61,2.37,5,NN|VB,3,19,3,1,1
curved,22,4.23,7,2068,7.63,0.61,1.51,6,JJ|VB,5,7,4,1,2
cushion,12, ,8,832,6.72,2.16,2.05,7,NN|VB,0,2,4,2,1
cuss,12, ,,293,5.68,1.06,1.74,4,VB,12,21,3,1,1
custard,14,5.45,,519,6.25,1.25,1.81,7,NN,3,4,6,2,1
customer,21, ,27,32952,10.4,15.2,2.89,8,NN,0,1,7,3,2
cut,21,4.15,192,99104,11.5,229.76,4.07,3,VB|NN,16,30,3,1,1
cute,18,3.1,5,11008,9.31,87.75,3.65,4,JJ|NN,9,7,4,1,1
cutthroat,,,1,207,5.33,0.82,1.63,9,JJ,0,0,7,2,2
cyclone,11, ,,2888,7.97,0.47,1.4,7,NN,0,0,6,2,1
cylinder,13,6.15,18,4895,8.5,1.57,1.91,8,NN,0,1,7,3,1
dad,5,6.13,15,11823,9.38,507.25,4.41,3,NN,19,31,3,1,1
dagger,10,5.72,,1851,7.52,4.92,2.4,6,NN,3,3,4,2,1
daily,18,4.19,122,39093,10.57,15.63,2.9,5,JJ|NN|RB,6,16,4,2,2
dairy,13, ,19,2683,7.89,2.78,2.16,5,NN,4,29,4,2,1
dam,11, ,5,3371,8.12,5.75,2.47,3,NN|VB,18,31,3,1,1
damage,19,4.85,33,42588,10.66,33.06,3.23,6,NN|VB,1,0,5,2,1
damn,18,2.38,34,30471,10.32,283.53,4.16,4,JJ|VB|NN|RB|minor,5,31,3,1,1
damsel,,,1,272,5.61,0.88,1.66,6,NN,0,0,5,2,1
dance,19,4.98,90,26125,10.17,148.04,3.88,5,NN|VB,3,8,4,1,1
dancer,23,5.54,31,2993,8,16.29,2.92,6,NN,7,5,5,2,2
dandelion,7,5.38,1,232,5.45,0.29,1.2,9,NN,0,0,9,3,1
dandruff,13,5.42,,214,5.37,0.8,1.62,8,NN,0,0,7,2,1
danger,23,3.68,70,12703,9.45,43.67,3.35,6,NN,12,2,5,2,1
dangerous,22, ,46,22256,10.01,74.84,3.58,9,JJ,0,0,7,3,2
daring,25,2.42,12,1510,7.32,4.2,2.33,6,JJ|VB|NN,9,17,5,2,2
dark,8,4.68,185,71249,11.17,88.61,3.66,4,JJ|NN|RB,11,11,4,1,1
darkness,11, ,43,12621,9.44,17.49,2.95,8,NN,1,0,7,2,2
dart,13, ,,53,3.97,,,4,minor,0,39,3,1,2
data,13, ,173,203945,12.23,25.61,3.12,4,NN,3,3,4,2,2
date,20,5.38,103,136274,11.82,141.53,3.86,4,NN|VB,21,32,3,1,1
daughter,13,6.25,72,19485,9.88,171.35,3.94,8,NN,1,7,4,2,1
dawn,11,4.98,28,8283,9.02,25.51,3.11,4,NN|VB,8,37,3,1,1
day,6,4.67,686,239111,12.38,801.82,4.61,3,NN,23,51,2,1,1
days,12, ,15,2287,7.73,,,4,encl,2,51,3,1,2
daytime,,,19,2998,8.01,3.78,2.29,7,JJ|NN,0,0,5,2,2
dead,18,4.25,174,72864,11.2,448.98,4.36,4,JJ|NN|RB,10,33,3,1,1
deadly,20,3.98,19,5362,8.59,9.88,2.7,6,JJ,1,3,5,2,2
deaf,16,4.29,12,6119,8.72,14.53,2.87,4,JJ|NN,6,18,3,1,1
deal,19,3.21,142,83766,11.34,261.37,4.12,4,NN|VB,18,41,3,1,1
dealer,,,25,17655,9.78,16.29,2.92,6,NN,6,13,4,2,2
death,15,3.86,277,77796,11.26,216.69,4.04,5,NN,2,17,3,1,1
debate,9,2.5,32,26957,10.2,9.29,2.68,6,NN|VB,3,1,5,2,1
decay,8,3.66,14,3565,8.18,2.06,2.03,5,NN|VB,3,8,4,2,1
deceit,15,1.66,2,921,6.83,1.86,1.98,6,NN,1,5,5,2,1
decency,28,2.33,10,5697,8.65,4.63,2.37,7,NN,0,0,6,3,2
deception,18, ,1,2045,7.62,3.14,2.21,9,NN,1,2,7,3,3
decide,14,2.64,40,35825,10.49,50.41,3.41,6,VB,3,5,5,2,1
decision,21,3.25,119,36601,10.51,55.06,3.45,8,NN,1,2,6,3,2
decompose,20, ,1,259,5.56,0.47,1.4,9,VB,0,0,8,3,3
decoration,20,5.67,8,636,6.46,1.84,1.98,10,NN,0,0,7,4,2
decrease,10, ,15,6441,8.77,1.18,1.79,8,NN,0,0,6,2,2
deep,13,3.96,109,42695,10.66,76.39,3.59,4,JJ|NN,9,22,3,1,1
deer,18,3.96,13,4911,8.5,8.71,2.65,4,NN,14,48,3,1,1
defeat,9,3.54,31,7657,8.94,11.37,2.76,6,VB|NN,1,2,5,2,1
defend,17,3.4,21,15251,9.63,18.8,2.98,6,VB,1,5,6,2,1
defense,18, ,167,31710,10.36,32.65,3.22,7,NN,1,1,6,2,1
define,17, ,27,24310,10.1,6.24,2.5,6,VB,2,6,5,2,2
definition,9,3.58,38,109857,11.61,5.8,2.47,10,NN,0,0,8,4,3
definitive,,,5,4030,8.3,1.94,2,10,JJ,0,0,9,4,4
defrost,18,4.08,1,310,5.74,0.41,1.34,7,VB,0,0,7,2,2
degrade,20,2.58,1,1194,7.09,0.67,1.54,7,VB,0,1,6,2,1
degree,17, ,125,42088,10.65,14.88,2.88,6,NN,1,2,5,2,1
delicate,22, ,27,2797,7.94,9.51,2.69,8,JJ,1,1,7,3,2
delicious,12, ,4,2481,7.82,21.53,3.04,9,JJ,1,0,7,3,1
delight,18,1.86,29,3207,8.07,5.65,2.46,7,NN|VB,0,2,5,2,1
delinquent,18, ,6,344,5.84,1.39,1.86,10,JJ|NN,0,0,10,3,2
deliver,19,3.84,18,9864,9.2,28.35,3.16,7,VB,0,0,6,3,1
demand,16,3,102,25807,10.16,17.12,2.94,6,NN|VB,1,2,6,2,2
demi,14, ,,,,,,4,,,,,,
democracy,16,1.79,24,16987,9.74,6.61,2.53,9,NN,0,0,9,4,2
democrat,11, ,13,4989,8.51,1.69,1.94,8,NN,0,0,8,3,2
demon,10,2.56,9,8977,9.1,31.24,3.2,5,NN,5,9,5,2,1
denial,13,2.55,18,5104,8.54,5.25,2.43,6,NN,4,0,6,2,2
dense,16,3.49,9,3021,8.01,2.12,2.04,5,JJ|NN,3,14,4,1,1
dent,18, ,2,2465,7.81,3.53,2.26,4,NN|VB,16,22,4,1,1
deny,18,2.63,47,13082,9.48,21.39,3.04,4,VB,4,5,4,2,1
deodorant,17,6.19,2,177,5.18,1.61,1.92,9,NN,0,0,8,4,3
department,14, ,225,71480,11.18,63.84,3.51,10,NN,1,1,10,3,1
depend,18, ,45,10358,9.25,9.88,2.7,6,VB,1,2,6,2,2
dependable,,,8,1021,6.93,1.67,1.93,10,JJ,1,0,9,4,3
dependent,12, ,40,9014,9.11,2.24,2.06,9,JJ|NN,1,4,9,3,3
deposit,9, ,9,4355,8.38,10.8,2.74,7,NN|VB,0,0,7,3,3
depth,17, ,53,12604,9.44,8.25,2.63,5,NN,1,0,4,1,1
deputy,9, ,17,4799,8.48,15.65,2.9,6,NN,1,0,7,3,2
descend,13, ,4,1053,6.96,1.92,2,7,VB,1,6,6,2,2
descent,14,2.95,11,6882,8.84,2.59,2.12,7,NN,2,2,6,2,2
desert,8,5.9,21,17569,9.77,27.98,3.15,6,NN,0,0,5,2,1
designer,17, ,18,9484,9.16,5.24,2.43,8,NN,1,3,6,3,2
desire,9,2.69,79,23188,10.05,20.27,3.01,6,NN|VB,0,1,5,2,1
desk,18,5.79,65,13624,9.52,43.9,3.35,4,NN,3,3,4,1,1
dessert,13,6.43,7,1385,7.23,14.02,2.85,7,NN,0,1,5,2,1
destiny,15,1.88,22,4616,8.44,23.04,3.07,7,NN,1,2,7,3,2
destroy,24,3.63,48,17424,9.77,47.18,3.38,7,VB,0,1,6,2,1
destruction,19,3.61,38,12688,9.45,11.51,2.77,11,NN,0,1,9,3,3
detach,17, ,1,585,6.37,0.67,1.54,6,VB,0,0,5,2,2
detail,19, ,72,21053,9.95,19.39,3,6,NN|VB,3,1,5,2,1
detective,15, ,52,4312,8.37,61.12,3.49,9,NN,1,2,8,3,2
deteriorate,24,4.02,1,563,6.33,0.53,1.45,11,VB,0,0,10,4,1
determine,17, ,107,25579,10.15,8.39,2.63,9,VB,1,1,7,3,1
develop,16, ,89,35652,10.48,9.61,2.69,7,VB,0,0,7,3,1
development,20,2.82,334,130333,11.78,12.25,2.8,11,NN,0,0,11,4,2
devil,11,2.13,25,8234,9.02,41.33,3.32,5,NN,1,3,4,2,1
dew,13,5.25,3,1331,7.19,2.14,2.04,3,NN,19,49,2,1,1
diagram,13, ,10,3241,8.08,1.27,1.82,7,NN,0,1,7,2,1
dial,12,5.33,1,12970,9.47,8.86,2.66,4,NN|VB,5,9,4,1,1
diameter,18, ,45,5984,8.7,1.04,1.73,8,NN,0,0,7,4,2
diamond,17,6.21,8,18291,9.81,20.65,3.02,7,NN,0,0,6,2,1
diary,14, ,4,2683,7.89,8.98,2.66,5,NN,1,0,5,2,2
dice,23, ,14,14894,9.61,10.45,2.73,4,NN,13,31,3,1,1
dictate,,,3,2319,7.75,1.75,1.95,7,VB,0,0,6,2,2
dictator,18, ,7,1437,7.27,2.12,2.04,8,NN,0,0,7,3,3
dictionary,8,6.29,57,13452,9.51,3.73,2.28,10,NN,0,0,9,4,2
die,21,3.54,73,67931,11.13,261.14,4.12,3,VB|NN,18,45,2,1,1
differ,18,2.55,18,7482,8.92,2.43,2.1,6,VB,1,14,4,2,1
difference,25,2.75,148,74565,11.22,79.73,3.61,10,NN,0,2,7,2,2
different,12,2.75,312,223502,12.32,209.53,4.03,9,JJ|NN,0,2,7,2,2
difficult,3,2.38,161,52555,10.87,60.16,3.49,9,JJ|NN,0,0,7,3,1
difficulty,6,2.48,76,11902,9.38,5.59,2.46,10,NN,0,0,8,4,2
dig,8,4.22,10,8929,9.1,46.22,3.37,3,VB|NN,20,26,3,1,1
digger,17, ,2,352,5.86,4.8,2.39,6,NN,7,20,4,2,2
digit,11,5.79,1,3336,8.11,0.59,1.49,5,NN,0,1,5,2,1
dignity,12, ,35,3149,8.05,10.8,2.74,7,NN,1,0,7,3,2
dilemma,10,2.6,25,4662,8.45,2.61,2.13,7,NN,0,0,6,3,1
diligence,22,3.08,3,384,5.95,0.76,1.6,9,NN,0,1,8,3,2
dill,3, ,12,491,6.2,1.76,1.96,4,NN,15,46,3,1,1
dim,6,3.93,19,4289,8.36,4.76,2.39,3,JJ|VB|NN,15,31,3,1,1
dime,9,5.78,4,2557,7.85,12.06,2.79,4,NN,12,28,3,1,1
diminish,17,2.56,3,1295,7.17,0.82,1.63,8,VB,0,0,7,3,2
dine,6,4.36,2,570,6.35,4.29,2.34,4,VB,24,44,3,1,1
diner,12, ,,1030,6.94,12.39,2.8,5,NN,8,17,4,2,2
dinner,5,5.38,91,13031,9.48,202.67,4.01,6,NN,5,21,4,2,1
dinosaur,20, ,1,2381,7.78,3.98,2.31,8,NN,0,0,7,3,2
dip,16, ,6,5047,8.53,7.96,2.61,3,NN|VB,19,29,3,1,1
diploma,11, ,,1486,7.3,2.53,2.11,7,NN,0,0,7,3,1
direct,17, ,129,54882,10.91,24.04,3.09,6,JJ|VB|NN|RB,1,0,6,2,1
direction,24,3.19,134,30901,10.34,24.08,3.09,9,NN,0,0,7,3,2
directions,18,3.19,30,11880,9.38,9.69,2.69,10,NN,0,0,8,3,3
dirt,18,5.51,43,7642,8.94,25.69,3.12,4,NN,7,19,3,1,1
dirty,15,4.08,36,14094,9.55,66.45,3.53,5,JJ|VB|NN,1,13,4,2,2
disagree,9, ,7,25581,10.15,6.63,2.53,8,VB,0,0,7,3,2
disagreement,8, ,11,3095,8.04,1.53,1.9,12,NN,0,0,11,4,3
disallow,14,2.45,,659,6.49,0.02,0.3,8,VB,0,1,6,3,2
disappear,11,2.68,11,5767,8.66,20.96,3.03,9,VB,0,0,7,3,2
disaster,23,4.12,26,8160,9.01,17.27,2.95,8,NN,0,0,7,3,1
disbelief,19,2.31,6,1588,7.37,0.49,1.42,9,NN,0,1,8,3,2
disbelieve,26, ,1,427,6.06,0.16,0.95,10,VB,0,1,8,3,2
disc,16, ,6,16844,9.73,2.57,2.12,4,NN,3,7,4,1,1
disciple,,,4,1154,7.05,1.02,1.72,8,NN,0,0,6,3,1
discipline,23,2.17,27,7415,8.91,9.06,2.67,10,NN|VB,0,0,8,3,1
discomfort,14, ,7,2000,7.6,1.59,1.91,10,NN|VB,0,1,9,3,2
discourage,20,2.89,9,2760,7.92,1.33,1.84,10,VB,0,0,8,3,2
discovery,13,3.06,45,7790,8.96,11.45,2.77,9,NN,1,3,8,4,2
discreet,19,2.6,3,2229,7.71,4.06,2.32,8,JJ,0,0,7,2,1
disease,12,5.63,53,23168,10.05,26.18,3.13,7,NN,0,10,5,2,1
disgrace,17,1.92,3,1264,7.14,8.02,2.61,8,NN,0,0,7,2,2
disguise,15,4.02,5,2140,7.67,7.8,2.6,8,NN|VB,0,1,6,2,2
disgusting,14, ,4,4754,8.47,26.61,3.13,10,JJ|VB,0,0,9,3,2
dish,15,6.77,16,7237,8.89,11.45,2.77,4,NN|VB,8,19,3,1,1
dishes,19, ,21,3411,8.13,11.86,2.78,6,NN|VB,4,5,5,2,2
dishonest,15,2.62,2,3174,8.06,2.59,2.12,9,JJ,0,0,8,3,2
dishwasher,18,5.73,,821,6.71,2.02,2.02,10,NN,0,0,7,3,3
disintegrate,18, ,2,1701,7.44,0.51,1.43,12,VB,0,0,11,4,3
dislike,6,2.75,14,5309,8.58,3.92,2.3,7,VB|NN,0,0,6,2,2
disorder,22, ,7,4525,8.42,7.14,2.56,8,NN,0,0,7,3,2
disown,31, ,1,262,5.57,0.41,1.34,6,VB,0,1,5,2,2
disperse,20, ,2,548,6.31,1.78,1.96,8,VB,1,1,6,2,2
display,17, ,41,48971,10.8,8.53,2.64,7,NN|VB,0,0,6,2,1
disregard,10, ,6,3236,8.08,3.51,2.26,9,NN|VB,0,0,9,3,2
dissimilar,12, ,3,432,6.07,0.25,1.15,10,JJ,0,0,8,4,3
dissolve,19, ,6,1806,7.5,1.86,1.98,8,VB,0,1,6,2,2
distance,13,3.25,108,29802,10.3,25.61,3.12,8,NN|VB,0,1,6,2,2
distinct,23,2.43,42,7191,8.88,3.04,2.19,8,JJ|NN,0,0,8,2,1
disturb,17, ,10,1394,7.24,11.1,2.75,7,VB,0,0,6,2,2
ditch,14,5.28,10,1735,7.46,7.86,2.6,5,NN|VB,8,26,3,1,1
dither,,,,369,5.91,0.08,0.7,6,NN|VB,4,13,4,2,1
dive,14,4.65,23,8177,9.01,12.82,2.82,4,NN|VB,15,20,3,1,1
divide,15,3.36,14,6284,8.75,5.84,2.48,6,VB|NN,1,9,5,2,1
division,17,3.3,107,35084,10.47,18.55,2.98,8,NN,0,3,6,3,2
do,20,2.72,1363,1360645,14.12,6135.59,5.5,2,VB|NN,19,49,2,1,1
doctor,19,5.75,100,31917,10.37,263.94,4.13,6,NN|VB,0,0,5,2,1
doe,8,5.75,1,4652,8.45,4.33,2.35,3,NN,20,59,2,1,1
dog,5,5.75,75,58314,10.97,192.84,3.99,3,NN|VB,19,12,3,1,1
doll,13,5.36,10,5685,8.65,24.76,3.1,4,NN|VB,12,26,3,1,1
dollar,9,5.68,46,23916,10.08,27.65,3.15,6,NN,1,19,4,2,1
dollars,8,5.68,97,37927,10.54,78.39,3.6,7,NN,1,11,5,2,2
dolphin,18, ,1,1644,7.4,2.76,2.15,7,NN,0,0,6,2,1
domain,15,3.1,9,23877,10.08,2.59,2.12,6,NN|JJ,0,1,5,2,1
dominant,20, ,65,5947,8.69,1.61,1.92,8,JJ,0,1,8,3,2
dominate,24,2.56,8,3176,8.06,1.86,1.98,8,VB,1,1,7,3,2
dont,,,489,882900,13.69,,,4,encl,1,8,4,1,2
donate,,,3,2954,7.99,3.98,2.31,6,VB,1,1,5,2,2
donation,11, ,2,3223,8.08,3.51,2.26,8,NN,0,0,6,3,3
done,9,2.65,320,173968,12.07,485.04,4.39,4,VB|NN,22,45,3,1,1
donkey,10,6.67,1,2629,7.87,5.35,2.44,6,NN,1,4,5,2,1
door,23,5.95,312,53813,10.89,292.06,4.17,4,NN,10,45,3,1,1
doorbell,10, ,2,530,6.27,8.33,2.63,8,NN,0,0,6,2,2
doorknob,,,3,184,5.21,1.69,1.94,8,NN,0,0,6,2,2
doorway,19,6.03,15,1657,7.41,3.22,2.22,7,NN,0,1,5,2,2
dots,,,11,2767,7.93,3.06,2.2,4,NN,13,17,4,1,2
doubt,18, ,114,48652,10.79,62.84,3.51,5,NN|VB,0,18,3,1,1
dough,13,6.22,13,3391,8.13,15.88,2.91,5,NN,9,59,2,1,1
doughnut,15,5.93,,484,6.18,4.22,2.33,8,NN,0,1,5,2,2
dove,11,6.9,4,2713,7.91,5.57,2.45,4,NN,16,20,3,1,1
down,10,3.23,895,293731,12.59,1490.27,4.88,4,RB|minor|JJ|NN,8,29,3,1,1
downstairs,13, ,12,1705,7.44,38.92,3.3,10,NN|RB|JJ,0,0,8,2,3
downtown,24, ,41,6886,8.84,21.92,3.05,8,NN|RB|JJ,0,1,6,2,2
dozen,4, ,52,11561,9.36,24.14,3.09,5,NN,4,3,4,2,1
dracula,15, ,,,,,,7,,,,,,
drag,12, ,15,11908,9.38,26.45,3.13,4,VB|NN,8,9,4,1,1
dragon,23,5.49,1,29320,10.29,19.29,2.99,6,NN,0,0,6,2,1
drain,19, ,18,14860,9.61,8.63,2.64,5,NN|VB,5,13,4,1,1
drapes,10, ,1,180,5.19,2.98,2.18,6,NN|VB,6,11,5,1,2
draw,15,4.32,56,26592,10.19,40.41,3.31,4,VB|NN,6,3,3,1,1
drawing,15,5.57,40,14502,9.58,16.02,2.91,7,VB|NN,1,0,5,2,2
dream,10,3.03,64,32423,10.39,133.29,3.83,5,NN|VB,4,5,4,1,1
